client_name,state,date,income,expense,tax
lagguge_company,CHICAGO,2017-01-01,45404.5,14529.44,4653.961249999999
lagguge_company,NY,2017-01-02,72236.1,23115.552000000003,6410.953875
lagguge_company,CHICAGO,2017-01-03,56665.7,18133.024,5808.2342499999995
lagguge_company,CHICAGO,2017-01-04,36671.1,11734.752,3758.7877499999995
lagguge_company,CT,2017-01-07,30022.6,9607.232,1906.4351
lagguge_company,NJ,2017-01-08,65472.4,20951.168,4337.5465
lagguge_company,BOSTON,2017-01-11,49316.8,15781.376000000002,3082.3
lagguge_company,NY,2017-01-12,48651.9,15568.608,4317.856125
lagguge_company,CT,2017-01-13,10415.9,3333.0879999999997,661.4096499999999
lagguge_company,NJ,2017-01-14,28634.8,9163.136,1897.0555
lagguge_company,CT,2017-01-16,50042.2,16013.503999999999,3177.6796999999997
lagguge_company,CT,2017-01-19,22627.6,7240.831999999999,1436.8526
lagguge_company,NJ,2017-01-21,40670.1,13014.432,2694.3941250000003
lagguge_company,NJ,2017-01-22,10420.4,3334.528,690.3515
lagguge_company,NJ,2017-01-24,34331.8,10986.176000000001,2274.4817500000004
lagguge_company,CT,2017-01-25,34199.7,10943.903999999999,2171.68095
lagguge_company,NJ,2017-01-28,60391.3,19325.216,4000.9236250000004
lagguge_company,CHICAGO,2017-01-29,25583.1,8186.592,2622.2677499999995
lagguge_company,BOSTON,2017-01-30,58365.8,18677.056,3647.8625
lagguge_company,CHICAGO,2017-01-31,24844.9,7950.368,2546.60225
lagguge_company,NY,2017-02-01,49276.8,15768.576000000001,4373.316
lagguge_company,BOSTON,2017-02-02,42332.0,13546.24,2645.75
lagguge_company,NY,2017-02-03,16622.6,5319.232,1475.2557499999998
lagguge_company,CHICAGO,2017-02-05,10320.7,3302.6240000000003,1057.87175
lagguge_company,CT,2017-02-06,65666.3,21013.216,4169.81005
lagguge_company,NJ,2017-02-08,19181.8,6138.1759999999995,1270.79425
lagguge_company,CHICAGO,2017-02-09,60445.1,19342.432,6195.6227499999995
lagguge_company,BOSTON,2017-02-11,14105.0,4513.6,881.5625
lagguge_company,NJ,2017-02-12,11514.6,3684.672,762.84225
lagguge_company,BOSTON,2017-02-13,59822.5,19143.2,3738.90625
lagguge_company,NY,2017-02-16,72266.6,23125.312,6413.66075
lagguge_company,CHICAGO,2017-02-18,16101.4,5152.448,1650.3935
lagguge_company,BOSTON,2017-02-21,67424.2,21575.744,4214.0125
lagguge_company,CHICAGO,2017-02-23,66856.3,21394.016,6852.77075
lagguge_company,CHICAGO,2017-02-24,68853.0,22032.96,7057.4325
lagguge_company,CHICAGO,2017-02-25,43385.9,13883.488000000001,4447.05475
lagguge_company,BOSTON,2017-02-26,51087.9,16348.128,3192.99375
lagguge_company,NY,2017-02-27,22244.6,7118.272,1974.2082499999997
lagguge_company,BOSTON,2017-03-01,31375.1,10040.032,1960.94375
lagguge_company,CT,2017-03-03,12063.8,3860.4159999999997,766.0513
lagguge_company,NJ,2017-03-04,20840.3,6668.896,1380.669875
lagguge_company,CHICAGO,2017-03-06,29644.6,9486.271999999999,3038.5714999999996
lagguge_company,NJ,2017-03-08,17091.4,5469.2480000000005,1132.3052500000001
lagguge_company,CHICAGO,2017-03-09,58759.3,18802.976000000002,6022.82825
lagguge_company,BOSTON,2017-03-10,10870.7,3478.6240000000003,679.41875
lagguge_company,BOSTON,2017-03-11,67286.3,21531.616,4205.39375
lagguge_company,NJ,2017-03-13,38925.3,12456.096000000001,2578.8011250000004
lagguge_company,CHICAGO,2017-03-15,64376.0,20600.32,6598.54
lagguge_company,CT,2017-03-16,27309.7,8739.104000000001,1734.16595
lagguge_company,NY,2017-03-17,68120.2,21798.464,6045.66775
lagguge_company,NY,2017-03-18,17247.0,5519.04,1530.6712499999999
lagguge_company,NY,2017-03-19,57712.0,18467.84,5121.94
lagguge_company,CHICAGO,2017-03-20,58614.1,18756.512,6007.94525
lagguge_company,NY,2017-03-21,28293.3,9053.856,2511.030375
lagguge_company,CT,2017-03-25,47810.0,15299.2,3035.935
lagguge_company,NY,2017-03-27,26015.1,8324.832,2308.8401249999997
lagguge_company,BOSTON,2017-03-28,54982.7,17594.464,3436.41875
lagguge_company,NY,2017-04-04,60516.4,19365.248,5370.8305
lagguge_company,CT,2017-04-05,45224.0,14471.68,2871.724
lagguge_company,NJ,2017-04-06,52839.4,16908.608,3500.61025
lagguge_company,NJ,2017-04-08,45895.6,14686.592,3040.5835
lagguge_company,NJ,2017-04-09,33688.3,10780.256000000001,2231.8498750000003
lagguge_company,NY,2017-04-10,44461.0,14227.52,3945.9137499999997
lagguge_company,CHICAGO,2017-04-12,44633.8,14282.816,4574.9645
lagguge_company,CHICAGO,2017-04-13,46618.2,14917.823999999999,4778.365499999999
lagguge_company,NJ,2017-04-14,56090.0,17948.8,3715.9625
lagguge_company,NY,2017-04-15,47598.1,15231.392,4224.331375
lagguge_company,NJ,2017-04-17,10912.9,3492.128,722.979625
lagguge_company,NY,2017-04-18,25243.2,8077.8240000000005,2240.334
lagguge_company,CT,2017-04-20,12804.6,4097.472,813.0921000000001
lagguge_company,BOSTON,2017-04-21,63883.8,20442.816000000003,3992.7375
lagguge_company,BOSTON,2017-04-22,58946.8,18862.976000000002,3684.175
lagguge_company,NJ,2017-04-25,13660.0,4371.2,904.975
lagguge_company,NY,2017-04-26,32562.6,10420.032,2889.9307499999995
lagguge_company,NJ,2017-04-27,57598.9,18431.648,3815.927125
lagguge_company,BOSTON,2017-04-29,72519.4,23206.208,4532.4625
lagguge_company,BOSTON,2017-04-30,26855.9,8593.888,1678.49375
lagguge_company,CHICAGO,2017-05-02,59632.7,19082.464,6112.351749999999
lagguge_company,CHICAGO,2017-05-03,39089.8,12508.736,4006.7045000000003
lagguge_company,NY,2017-05-04,60888.8,19484.416,5403.881
lagguge_company,CT,2017-05-05,24686.4,7899.648000000001,1567.5864000000001
lagguge_company,NY,2017-05-06,52775.3,16888.096,4683.807875
lagguge_company,NY,2017-05-07,18652.2,5968.704000000001,1655.38275
lagguge_company,CT,2017-05-08,54294.9,17374.368000000002,3447.72615
lagguge_company,NY,2017-05-09,54048.5,17295.52,4796.804375
lagguge_company,CHICAGO,2017-05-10,33118.3,10597.856000000002,3394.62575
lagguge_company,CT,2017-05-14,35627.0,11400.64,2262.3145
lagguge_company,BOSTON,2017-05-15,53622.4,17159.168,3351.4
lagguge_company,NJ,2017-05-17,59540.9,19053.088,3944.5846250000004
lagguge_company,NJ,2017-05-18,21458.5,6866.72,1421.6256250000001
lagguge_company,BOSTON,2017-05-19,62321.1,19942.752,3895.06875
lagguge_company,NY,2017-05-20,38505.2,12321.663999999999,3417.3364999999994
lagguge_company,NY,2017-05-23,28528.9,9129.248000000001,2531.939875
lagguge_company,NY,2017-05-24,18809.2,6018.944,1669.3165
lagguge_company,CHICAGO,2017-05-25,19564.3,6260.576,2005.3407499999998
lagguge_company,CHICAGO,2017-05-26,52395.8,16766.656000000003,5370.5695
lagguge_company,BOSTON,2017-05-27,14388.1,4604.192,899.25625
lagguge_company,NY,2017-05-28,63669.3,20374.176000000003,5650.650375
lagguge_company,NY,2017-05-29,19602.7,6272.8640000000005,1739.739625
lagguge_company,NY,2017-05-31,51121.7,16358.944,4537.050875
lagguge_company,CHICAGO,2017-06-01,17500.1,5600.031999999999,1793.7602499999998
lagguge_company,CHICAGO,2017-06-03,57424.0,18375.68,5885.96
lagguge_company,NY,2017-06-04,71933.4,23018.688,6384.089249999999
lagguge_company,NY,2017-06-05,27229.1,8713.312,2416.5826249999996
lagguge_company,CT,2017-06-06,54464.6,17428.672,3458.5021
lagguge_company,BOSTON,2017-06-08,28120.5,8998.56,1757.53125
lagguge_company,CHICAGO,2017-06-09,13408.9,4290.848,1374.4122499999999
lagguge_company,NJ,2017-06-11,14975.9,4792.288,992.153375
lagguge_company,NJ,2017-06-12,60746.3,19438.816000000003,4024.4423750000005
lagguge_company,CT,2017-06-13,33559.8,10739.136,2131.0473
lagguge_company,BOSTON,2017-06-15,51579.0,16505.28,3223.6875
lagguge_company,CT,2017-06-17,60476.0,19352.32,3840.226
lagguge_company,CHICAGO,2017-06-19,46457.8,14866.496000000001,4761.9245
lagguge_company,NY,2017-06-20,50290.1,16092.832,4463.246375
lagguge_company,CT,2017-06-22,73323.3,23463.456000000002,4656.02955
lagguge_company,NY,2017-06-23,30537.5,9772.0,2710.203125
lagguge_company,NJ,2017-06-24,13411.7,4291.744000000001,888.5251250000001
lagguge_company,CHICAGO,2017-06-25,24643.8,7886.016,2525.9894999999997
lagguge_company,CHICAGO,2017-06-26,52739.4,16876.608,5405.7885
lagguge_company,NJ,2017-06-27,49222.1,15751.072,3260.964125
lagguge_company,CHICAGO,2017-06-28,42324.0,13543.68,4338.21
lagguge_company,CT,2017-07-03,34985.3,11195.296,2221.56655
lagguge_company,NJ,2017-07-05,42495.2,13598.464,2815.307
lagguge_company,CT,2017-07-06,71930.8,23017.856,4567.6058
lagguge_company,CT,2017-07-07,30344.2,9710.144,1926.8567
lagguge_company,NJ,2017-07-10,16078.6,5145.152,1065.2072500000002
lagguge_company,BOSTON,2017-07-12,46870.7,14998.624,2929.41875
lagguge_company,NY,2017-07-13,35322.1,11303.072,3134.836375
lagguge_company,CHICAGO,2017-07-15,43380.7,13881.823999999999,4446.52175
lagguge_company,NJ,2017-07-16,52424.6,16775.872,3473.12975
lagguge_company,CT,2017-07-18,36813.8,11780.416000000001,2337.6763
lagguge_company,NJ,2017-07-20,32456.8,10386.176,2150.263
lagguge_company,NJ,2017-07-21,12221.8,3910.9759999999997,809.69425
lagguge_company,CT,2017-07-22,32689.3,10460.576,2075.77055
lagguge_company,CT,2017-07-28,54913.8,17572.416,3487.0263000000004
lagguge_company,BOSTON,2017-07-31,31087.9,9948.128,1942.99375
